Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
56.697952, 2080-2099, ipsl_cm5a_mr, Dec Average, Russia, RUS
353.23602, 2020-2039, ipsl_cm5a_mr, Jan Average, Rwanda, RWA
310.60217, 2020-2039, ipsl_cm5a_mr, Feb Average, Rwanda, RWA
477.49917999999997, 2020-2039, ipsl_cm5a_mr, Mar Average, Rwanda, RWA
527.1144, 2020-2039, ipsl_cm5a_mr, Apr Average, Rwanda, RWA
148.00404, 2020-2039, ipsl_cm5a_mr, May Average, Rwanda, RWA
10.416830000000001, 2020-2039, ipsl_cm5a_mr, Jun Average, Rwanda, RWA
8.589714, 2020-2039, ipsl_cm5a_mr, Jul Average, Rwanda, RWA
35.626213, 2020-2039, ipsl_cm5a_mr, Aug Average, Rwanda, RWA
113.884, 2020-2039, ipsl_cm5a_mr, Sep Average, Rwanda, RWA
334.4069, 2020-2039, ipsl_cm5a_mr, Oct Average, Rwanda, RWA
588.4313, 2020-2039, ipsl_cm5a_mr, Nov Average, Rwanda, RWA
680.0568, 2020-2039, ipsl_cm5a_mr, Dec Average, Rwanda, RWA
455.898, 2040-2059, ipsl_cm5a_mr, Jan Average, Rwanda, RWA
281.40432999999996, 2040-2059, ipsl_cm5a_mr, Feb Average, Rwanda, RWA
500.1471, 2040-2059, ipsl_cm5a_mr, Mar Average, Rwanda, RWA
601.374, 2040-2059, ipsl_cm5a_mr, Apr Average, Rwanda, RWA
139.88655, 2040-2059, ipsl_cm5a_mr, May Average, Rwanda, RWA
13.060365, 2040-2059, ipsl_cm5a_mr, Jun Average, Rwanda, RWA
10.633827, 2040-2059, ipsl_cm5a_mr, Jul Average, Rwanda, RWA
35.605118, 2040-2059, ipsl_cm5a_mr, Aug Average, Rwanda, RWA
127.28168000000001, 2040-2059, ipsl_cm5a_mr, Sep Average, Rwanda, RWA
409.06622000000004, 2040-2059, ipsl_cm5a_mr, Oct Average, Rwanda, RWA
614.1087, 2040-2059, ipsl_cm5a_mr, Nov Average, Rwanda, RWA
708.8695700000001, 2040-2059, ipsl_cm5a_mr, Dec Average, Rwanda, RWA
499.86005, 2060-2079, ipsl_cm5a_mr, Jan Average, Rwanda, RWA
333.56512000000004, 2060-2079, ipsl_cm5a_mr, Feb Average, Rwanda, RWA
610.0175, 2060-2079, ipsl_cm5a_mr, Mar Average, Rwanda, RWA
713.0282, 2060-2079, ipsl_cm5a_mr, Apr Average, Rwanda, RWA
185.46663, 2060-2079, ipsl_cm5a_mr, May Average, Rwanda, RWA
15.229469, 2060-2079, ipsl_cm5a_mr, Jun Average, Rwanda, RWA
10.142292, 2060-2079, ipsl_cm5a_mr, Jul Average, Rwanda, RWA
44.467487, 2060-2079, ipsl_cm5a_mr, Aug Average, Rwanda, RWA
154.94702, 2060-2079, ipsl_cm5a_mr, Sep Average, Rwanda, RWA
379.68167, 2060-2079, ipsl_cm5a_mr, Oct Average, Rwanda, RWA
766.00684, 2060-2079, ipsl_cm5a_mr, Nov Average, Rwanda, RWA
859.6012, 2060-2079, ipsl_cm5a_mr, Dec Average, Rwanda, RWA
538.99036, 2080-2099, ipsl_cm5a_mr, Jan Average, Rwanda, RWA
355.22827, 2080-2099, ipsl_cm5a_mr, Feb Average, Rwanda, RWA
617.7001, 2080-2099, ipsl_cm5a_mr, Mar Average, Rwanda, RWA
716.0216, 2080-2099, ipsl_cm5a_mr, Apr Average, Rwanda, RWA
253.6325, 2080-2099, ipsl_cm5a_mr, May Average, Rwanda, RWA
23.232084, 2080-2099, ipsl_cm5a_mr, Jun Average, Rwanda, RWA
12.469412, 2080-2099, ipsl_cm5a_mr, Jul Average, Rwanda, RWA
42.4955, 2080-2099, ipsl_cm5a_mr, Aug Average, Rwanda, RWA
164.87438999999998, 2080-2099, ipsl_cm5a_mr, Sep Average, Rwanda, RWA
419.46725, 2080-2099, ipsl_cm5a_mr, Oct Average, Rwanda, RWA
908.17664, 2080-2099, ipsl_cm5a_mr, Nov Average, Rwanda, RWA
1031.8943, 2080-2099, ipsl_cm5a_mr, Dec Average, Rwanda, RWA
408.96657999999996, 2020-2039, ipsl_cm5a_mr, Jan Average, Samoa, WSM
283.5972, 2020-2039, ipsl_cm5a_mr, Feb Average, Samoa, WSM
343.92935, 2020-2039, ipsl_cm5a_mr, Mar Average, Samoa, WSM
327.40518, 2020-2039, ipsl_cm5a_mr, Apr Average, Samoa, WSM
279.9179, 2020-2039, ipsl_cm5a_mr, May Average, Samoa, WSM
183.03513999999998, 2020-2039, ipsl_cm5a_mr, Jun Average, Samoa, WSM
141.2757, 2020-2039, ipsl_cm5a_mr, Jul Average, Samoa, WSM
90.8714, 2020-2039, ipsl_cm5a_mr, Aug Average, Samoa, WSM
111.89303600000001, 2020-2039, ipsl_cm5a_mr, Sep Average, Samoa, WSM
210.96991, 2020-2039, ipsl_cm5a_mr, Oct Average, Samoa, WSM
323.08746, 2020-2039, ipsl_cm5a_mr, Nov Average, Samoa, WSM
341.3291, 2020-2039, ipsl_cm5a_mr, Dec Average, Samoa, WSM
308.87228, 2040-2059, ipsl_cm5a_mr, Jan Average, Samoa, WSM
337.64456, 2040-2059, ipsl_cm5a_mr, Feb Average, Samoa, WSM
348.84924, 2040-2059, ipsl_cm5a_mr, Mar Average, Samoa, WSM
306.2187, 2040-2059, ipsl_cm5a_mr, Apr Average, Samoa, WSM
270.34384, 2040-2059, ipsl_cm5a_mr, May Average, Samoa, WSM
208.35928, 2040-2059, ipsl_cm5a_mr, Jun Average, Samoa, WSM
137.57854, 2040-2059, ipsl_cm5a_mr, Jul Average, Samoa, WSM
76.5246, 2040-2059, ipsl_cm5a_mr, Aug Average, Samoa, WSM
89.60633, 2040-2059, ipsl_cm5a_mr, Sep Average, Samoa, WSM
167.8873, 2040-2059, ipsl_cm5a_mr, Oct Average, Samoa, WSM
289.77133, 2040-2059, ipsl_cm5a_mr, Nov Average, Samoa, WSM
371.67444, 2040-2059, ipsl_cm5a_mr, Dec Average, Samoa, WSM
357.42037999999997, 2060-2079, ipsl_cm5a_mr, Jan Average, Samoa, WSM
385.22995, 2060-2079, ipsl_cm5a_mr, Feb Average, Samoa, WSM
305.21912000000003, 2060-2079, ipsl_cm5a_mr, Mar Average, Samoa, WSM
357.40326, 2060-2079, ipsl_cm5a_mr, Apr Average, Samoa, WSM
295.68102999999996, 2060-2079, ipsl_cm5a_mr, May Average, Samoa, WSM
218.0305, 2060-2079, ipsl_cm5a_mr, Jun Average, Samoa, WSM
115.60346000000001, 2060-2079, ipsl_cm5a_mr, Jul Average, Samoa, WSM
73.589836, 2060-2079, ipsl_cm5a_mr, Aug Average, Samoa, WSM
80.01321999999999, 2060-2079, ipsl_cm5a_mr, Sep Average, Samoa, WSM
142.08635, 2060-2079, ipsl_cm5a_mr, Oct Average, Samoa, WSM
234.52399, 2060-2079, ipsl_cm5a_mr, Nov Average, Samoa, WSM
376.03558, 2060-2079, ipsl_cm5a_mr, Dec Average, Samoa, WSM
260.28732, 2080-2099, ipsl_cm5a_mr, Jan Average, Samoa, WSM
340.54053, 2080-2099, ipsl_cm5a_mr, Feb Average, Samoa, WSM
340.2204, 2080-2099, ipsl_cm5a_mr, Mar Average, Samoa, WSM
275.0767, 2080-2099, ipsl_cm5a_mr, Apr Average, Samoa, WSM
332.64508, 2080-2099, ipsl_cm5a_mr, May Average, Samoa, WSM
211.76997000000003, 2080-2099, ipsl_cm5a_mr, Jun Average, Samoa, WSM
170.92393, 2080-2099, ipsl_cm5a_mr, Jul Average, Samoa, WSM
94.841995, 2080-2099, ipsl_cm5a_mr, Aug Average, Samoa, WSM
77.199135, 2080-2099, ipsl_cm5a_mr, Sep Average, Samoa, WSM
136.5533, 2080-2099, ipsl_cm5a_mr, Oct Average, Samoa, WSM
205.58289, 2080-2099, ipsl_cm5a_mr, Nov Average, Samoa, WSM
306.3213, 2080-2099, ipsl_cm5a_mr, Dec Average, Samoa, WSM
93.002464, 2020-2039, ipsl_cm5a_mr, Jan Average, Sao Tome and Principe, STP
95.07393, 2020-2039, ipsl_cm5a_mr, Feb Average, Sao Tome and Principe, STP
157.13707, 2020-2039, ipsl_cm5a_mr, Mar Average, Sao Tome and Principe, STP
207.26324, 2020-2039, ipsl_cm5a_mr, Apr Average, Sao Tome and Principe, STP
230.48827000000003, 2020-2039, ipsl_cm5a_mr, May Average, Sao Tome and Principe, STP
248.65201000000002, 2020-2039, ipsl_cm5a_mr, Jun Average, Sao Tome and Principe, STP
206.20613, 2020-2039, ipsl_cm5a_mr, Jul Average, Sao Tome and Principe, STP
165.47978, 2020-2039, ipsl_cm5a_mr, Aug Average, Sao Tome and Principe, STP
260.25195, 2020-2039, ipsl_cm5a_mr, Sep Average, Sao Tome and Principe, STP
354.22192, 2020-2039, ipsl_cm5a_mr, Oct Average, Sao Tome and Principe, STP
383.30615, 2020-2039, ipsl_cm5a_mr, Nov Average, Sao Tome and Principe, STP
199.73927, 2020-2039, ipsl_cm5a_mr, Dec Average, Sao Tome and Principe, STP
110.21592, 2040-2059, ipsl_cm5a_mr, Jan Average, Sao Tome and Principe, STP
92.66787, 2040-2059, ipsl_cm5a_mr, Feb Average, Sao Tome and Principe, STP
161.84116, 2040-2059, ipsl_cm5a_mr, Mar Average, Sao Tome and Principe, STP
208.52606, 2040-2059, ipsl_cm5a_mr, Apr Average, Sao Tome and Principe, STP
229.85512000000003, 2040-2059, ipsl_cm5a_mr, May Average, Sao Tome and Principe, STP
246.04462, 2040-2059, ipsl_cm5a_mr, Jun Average, Sao Tome and Principe, STP
212.58712999999997, 2040-2059, ipsl_cm5a_mr, Jul Average, Sao Tome and Principe, STP
137.61285, 2040-2059, ipsl_cm5a_mr, Aug Average, Sao Tome and Principe, STP
225.53983, 2040-2059, ipsl_cm5a_mr, Sep Average, Sao Tome and Principe, STP
359.1154, 2040-2059, ipsl_cm5a_mr, Oct Average, Sao Tome and Principe, STP
386.85013, 2040-2059, ipsl_cm5a_mr, Nov Average, Sao Tome and Principe, STP
198.83496, 2040-2059, ipsl_cm5a_mr, Dec Average, Sao Tome and Principe, STP
109.582466, 2060-2079, ipsl_cm5a_mr, Jan Average, Sao Tome and Principe, STP
105.64946, 2060-2079, ipsl_cm5a_mr, Feb Average, Sao Tome and Principe, STP
179.1393, 2060-2079, ipsl_cm5a_mr, Mar Average, Sao Tome and Principe, STP
215.65103, 2060-2079, ipsl_cm5a_mr, Apr Average, Sao Tome and Principe, STP
234.7207, 2060-2079, ipsl_cm5a_mr, May Average, Sao Tome and Principe, STP
247.5789, 2060-2079, ipsl_cm5a_mr, Jun Average, Sao Tome and Principe, STP
219.19731000000002, 2060-2079, ipsl_cm5a_mr, Jul Average, Sao Tome and Principe, STP
137.30962, 2060-2079, ipsl_cm5a_mr, Aug Average, Sao Tome and Principe, STP
265.39795, 2060-2079, ipsl_cm5a_mr, Sep Average, Sao Tome and Principe, STP
350.49197000000004, 2060-2079, ipsl_cm5a_mr, Oct Average, Sao Tome and Principe, STP
425.73995999999994, 2060-2079, ipsl_cm5a_mr, Nov Average, Sao Tome and Principe, STP
214.01733, 2060-2079, ipsl_cm5a_mr, Dec Average, Sao Tome and Principe, STP
114.29614, 2080-2099, ipsl_cm5a_mr, Jan Average, Sao Tome and Principe, STP
107.723, 2080-2099, ipsl_cm5a_mr, Feb Average, Sao Tome and Principe, STP
181.1655, 2080-2099, ipsl_cm5a_mr, Mar Average, Sao Tome and Principe, STP
215.67569, 2080-2099, ipsl_cm5a_mr, Apr Average, Sao Tome and Principe, STP
228.53749, 2080-2099, ipsl_cm5a_mr, May Average, Sao Tome and Principe, STP
257.47467, 2080-2099, ipsl_cm5a_mr, Jun Average, Sao Tome and Principe, STP
222.81848, 2080-2099, ipsl_cm5a_mr, Jul Average, Sao Tome and Principe, STP
147.32741000000001, 2080-2099, ipsl_cm5a_mr, Aug Average, Sao Tome and Principe, STP
251.14471, 2080-2099, ipsl_cm5a_mr, Sep Average, Sao Tome and Principe, STP
366.35263, 2080-2099, ipsl_cm5a_mr, Oct Average, Sao Tome and Principe, STP
397.38437000000005, 2080-2099, ipsl_cm5a_mr, Nov Average, Sao Tome and Principe, STP
195.93593, 2080-2099, ipsl_cm5a_mr, Dec Average, Sao Tome and Principe, STP
0.36533004, 2020-2039, ipsl_cm5a_mr, Jan Average, Saudi Arabia, SAU
0.5676433000000001, 2020-2039, ipsl_cm5a_mr, Feb Average, Saudi Arabia, SAU
0.69162595, 2020-2039, ipsl_cm5a_mr, Mar Average, Saudi Arabia, SAU
0.18373564, 2020-2039, ipsl_cm5a_mr, Apr Average, Saudi Arabia, SAU
0.032445587000000005, 2020-2039, ipsl_cm5a_mr, May Average, Saudi Arabia, SAU
0.061459083, 2020-2039, ipsl_cm5a_mr, Jun Average, Saudi Arabia, SAU
0.027414067, 2020-2039, ipsl_cm5a_mr, Jul Average, Saudi Arabia, SAU
0.23456712, 2020-2039, ipsl_cm5a_mr, Aug Average, Saudi Arabia, SAU
0.5667026999999999, 2020-2039, ipsl_cm5a_mr, Sep Average, Saudi Arabia, SAU
0.103502475, 2020-2039, ipsl_cm5a_mr, Oct Average, Saudi Arabia, SAU
1.1023431000000001, 2020-2039, ipsl_cm5a_mr, Nov Average, Saudi Arabia, SAU
3.1629473999999997, 2020-2039, ipsl_cm5a_mr, Dec Average, Saudi Arabia, SAU
1.9484406000000003, 2040-2059, ipsl_cm5a_mr, Jan Average, Saudi Arabia, SAU
1.1661901000000001, 2040-2059, ipsl_cm5a_mr, Feb Average, Saudi Arabia, SAU
0.62083715, 2040-2059, ipsl_cm5a_mr, Mar Average, Saudi Arabia, SAU
0.040298466, 2040-2059, ipsl_cm5a_mr, Apr Average, Saudi Arabia, SAU
0.1050522, 2040-2059, ipsl_cm5a_mr, May Average, Saudi Arabia, SAU
0.06662312, 2040-2059, ipsl_cm5a_mr, Jun Average, Saudi Arabia, SAU
0.022717254, 2040-2059, ipsl_cm5a_mr, Jul Average, Saudi Arabia, SAU
0.3044426, 2040-2059, ipsl_cm5a_mr, Aug Average, Saudi Arabia, SAU
0.13387929999999998, 2040-2059, ipsl_cm5a_mr, Sep Average, Saudi Arabia, SAU
0.6573869000000001, 2040-2059, ipsl_cm5a_mr, Oct Average, Saudi Arabia, SAU
1.1079438999999998, 2040-2059, ipsl_cm5a_mr, Nov Average, Saudi Arabia, SAU
2.1823812, 2040-2059, ipsl_cm5a_mr, Dec Average, Saudi Arabia, SAU
0.7582705, 2060-2079, ipsl_cm5a_mr, Jan Average, Saudi Arabia, SAU
0.46146736, 2060-2079, ipsl_cm5a_mr, Feb Average, Saudi Arabia, SAU
0.071115725, 2060-2079, ipsl_cm5a_mr, Mar Average, Saudi Arabia, SAU
0.13793965, 2060-2079, ipsl_cm5a_mr, Apr Average, Saudi Arabia, SAU
0.062408465999999996, 2060-2079, ipsl_cm5a_mr, May Average, Saudi Arabia, SAU
0.05874687, 2060-2079, ipsl_cm5a_mr, Jun Average, Saudi Arabia, SAU
0.047931623, 2060-2079, ipsl_cm5a_mr, Jul Average, Saudi Arabia, SAU
0.1850295, 2060-2079, ipsl_cm5a_mr, Aug Average, Saudi Arabia, SAU
1.5362554, 2060-2079, ipsl_cm5a_mr, Sep Average, Saudi Arabia, SAU
2.8179045, 2060-2079, ipsl_cm5a_mr, Oct Average, Saudi Arabia, SAU
4.3146043, 2060-2079, ipsl_cm5a_mr, Nov Average, Saudi Arabia, SAU
1.9853573, 2060-2079, ipsl_cm5a_mr, Dec Average, Saudi Arabia, SAU
0.3211434, 2080-2099, ipsl_cm5a_mr, Jan Average, Saudi Arabia, SAU
0.18482935, 2080-2099, ipsl_cm5a_mr, Feb Average, Saudi Arabia, SAU
0.12805647, 2080-2099, ipsl_cm5a_mr, Mar Average, Saudi Arabia, SAU
0.10810064, 2080-2099, ipsl_cm5a_mr, Apr Average, Saudi Arabia, SAU
0.061765492000000005, 2080-2099, ipsl_cm5a_mr, May Average, Saudi Arabia, SAU
0.20074353, 2080-2099, ipsl_cm5a_mr, Jun Average, Saudi Arabia, SAU
0.021131271, 2080-2099, ipsl_cm5a_mr, Jul Average, Saudi Arabia, SAU
1.23766, 2080-2099, ipsl_cm5a_mr, Aug Average, Saudi Arabia, SAU
6.29598, 2080-2099, ipsl_cm5a_mr, Sep Average, Saudi Arabia, SAU
1.5176448, 2080-2099, ipsl_cm5a_mr, Oct Average, Saudi Arabia, SAU
1.6890857, 2080-2099, ipsl_cm5a_mr, Nov Average, Saudi Arabia, SAU
1.447938, 2080-2099, ipsl_cm5a_mr, Dec Average, Saudi Arabia, SAU
0.0014748372, 2020-2039, ipsl_cm5a_mr, Jan Average, Senegal, SEN
7.292462e-05, 2020-2039, ipsl_cm5a_mr, Feb Average, Senegal, SEN
0.0012787029, 2020-2039, ipsl_cm5a_mr, Mar Average, Senegal, SEN
0.062345147000000004, 2020-2039, ipsl_cm5a_mr, Apr Average, Senegal, SEN
0.54485947, 2020-2039, ipsl_cm5a_mr, May Average, Senegal, SEN
2.3762984, 2020-2039, ipsl_cm5a_mr, Jun Average, Senegal, SEN
10.727623, 2020-2039, ipsl_cm5a_mr, Jul Average, Senegal, SEN
66.724106, 2020-2039, ipsl_cm5a_mr, Aug Average, Senegal, SEN
72.04502, 2020-2039, ipsl_cm5a_mr, Sep Average, Senegal, SEN
17.350758, 2020-2039, ipsl_cm5a_mr, Oct Average, Senegal, SEN
0.3261417, 2020-2039, ipsl_cm5a_mr, Nov Average, Senegal, SEN
0.012025207, 2020-2039, ipsl_cm5a_mr, Dec Average, Senegal, SEN
0.0018258492000000001, 2040-2059, ipsl_cm5a_mr, Jan Average, Senegal, SEN
0.0002608973, 2040-2059, ipsl_cm5a_mr, Feb Average, Senegal, SEN
0.0021189342000000003, 2040-2059, ipsl_cm5a_mr, Mar Average, Senegal, SEN
0.058632005, 2040-2059, ipsl_cm5a_mr, Apr Average, Senegal, SEN
0.31335264, 2040-2059, ipsl_cm5a_mr, May Average, Senegal, SEN
1.9719808, 2040-2059, ipsl_cm5a_mr, Jun Average, Senegal, SEN
9.087418, 2040-2059, ipsl_cm5a_mr, Jul Average, Senegal, SEN
58.177032, 2040-2059, ipsl_cm5a_mr, Aug Average, Senegal, SEN
69.8033, 2040-2059, ipsl_cm5a_mr, Sep Average, Senegal, SEN
17.779953, 2040-2059, ipsl_cm5a_mr, Oct Average, Senegal, SEN
0.23582776, 2040-2059, ipsl_cm5a_mr, Nov Average, Senegal, SEN
1.0085546000000001e-05, 2040-2059, ipsl_cm5a_mr, Dec Average, Senegal, SEN
9.8528425e-08, 2060-2079, ipsl_cm5a_mr, Jan Average, Senegal, SEN
0.0005788783999999999, 2060-2079, ipsl_cm5a_mr, Feb Average, Senegal, SEN
0.0047843370000000005, 2060-2079, ipsl_cm5a_mr, Mar Average, Senegal, SEN
0.03901042, 2060-2079, ipsl_cm5a_mr, Apr Average, Senegal, SEN
0.24477597, 2060-2079, ipsl_cm5a_mr, May Average, Senegal, SEN
0.7938753000000001, 2060-2079, ipsl_cm5a_mr, Jun Average, Senegal, SEN
6.898703599999999, 2060-2079, ipsl_cm5a_mr, Jul Average, Senegal, SEN
43.676052, 2060-2079, ipsl_cm5a_mr, Aug Average, Senegal, SEN
64.43041, 2060-2079, ipsl_cm5a_mr, Sep Average, Senegal, SEN
18.513437, 2060-2079, ipsl_cm5a_mr, Oct Average, Senegal, SEN
0.30610555, 2060-2079, ipsl_cm5a_mr, Nov Average, Senegal, SEN
0.00041960026, 2060-2079, ipsl_cm5a_mr, Dec Average, Senegal, SEN
2.4826282e-05, 2080-2099, ipsl_cm5a_mr, Jan Average, Senegal, SEN
9.666331e-11, 2080-2099, ipsl_cm5a_mr, Feb Average, Senegal, SEN
0.0038523967, 2080-2099, ipsl_cm5a_mr, Mar Average, Senegal, SEN
0.046860978, 2080-2099, ipsl_cm5a_mr, Apr Average, Senegal, SEN
0.2900712, 2080-2099, ipsl_cm5a_mr, May Average, Senegal, SEN
0.5130038, 2080-2099, ipsl_cm5a_mr, Jun Average, Senegal, SEN
3.789134, 2080-2099, ipsl_cm5a_mr, Jul Average, Senegal, SEN
28.288715000000003, 2080-2099, ipsl_cm5a_mr, Aug Average, Senegal, SEN
53.01106600000001, 2080-2099, ipsl_cm5a_mr, Sep Average, Senegal, SEN
18.571585, 2080-2099, ipsl_cm5a_mr, Oct Average, Senegal, SEN
0.31329805, 2080-2099, ipsl_cm5a_mr, Nov Average, Senegal, SEN
5.9289165e-09, 2080-2099, ipsl_cm5a_mr, Dec Average, Senegal, SEN
299.76944, 2020-2039, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
231.07224, 2020-2039, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
322.30765, 2020-2039, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
316.50897000000003, 2020-2039, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
138.38287, 2020-2039, ipsl_cm5a_mr, May Average, Seychelles, SYC
47.42798, 2020-2039, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
32.481747, 2020-2039, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
26.310646000000002, 2020-2039, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
13.503232, 2020-2039, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
13.637742999999999, 2020-2039, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
57.947178, 2020-2039, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
205.74556, 2020-2039, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
368.32587, 2020-2039, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
273.0605, 2020-2039, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
263.3001, 2020-2039, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
277.16965, 2020-2039, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
333.82498, 2020-2039, ipsl_cm5a_mr, May Average, Seychelles, SYC
124.112526, 2020-2039, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
55.767624, 2020-2039, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
49.75523, 2020-2039, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
51.021248, 2020-2039, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
122.334465, 2020-2039, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
266.7402, 2020-2039, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
290.60687, 2020-2039, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
246.04231000000001, 2040-2059, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
231.36037000000002, 2040-2059, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
288.38943, 2040-2059, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
330.67514, 2040-2059, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
136.63814, 2040-2059, ipsl_cm5a_mr, May Average, Seychelles, SYC
52.135692999999996, 2040-2059, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
35.489056, 2040-2059, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
21.922345999999997, 2040-2059, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
13.561295499999998, 2040-2059, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
11.025042, 2040-2059, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
55.23665, 2040-2059, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
212.51067, 2040-2059, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
336.25546, 2040-2059, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
285.61026, 2040-2059, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
255.48397999999997, 2040-2059, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
281.35812000000004, 2040-2059, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
325.30862, 2040-2059, ipsl_cm5a_mr, May Average, Seychelles, SYC
110.57361599999999, 2040-2059, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
63.497032, 2040-2059, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
55.321754000000006, 2040-2059, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
57.076190000000004, 2040-2059, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
172.46811, 2040-2059, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
269.4294, 2040-2059, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
315.6036, 2040-2059, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
246.53699, 2060-2079, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
246.99046, 2060-2079, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
305.59692, 2060-2079, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
368.0355, 2060-2079, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
144.36961000000002, 2060-2079, ipsl_cm5a_mr, May Average, Seychelles, SYC
48.017593, 2060-2079, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
39.528564, 2060-2079, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
25.664892000000002, 2060-2079, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
13.728585999999998, 2060-2079, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
13.528314000000002, 2060-2079, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
64.36556, 2060-2079, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
245.18126, 2060-2079, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
344.7201, 2060-2079, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
295.78146, 2060-2079, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
255.10027000000002, 2060-2079, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
285.20052999999996, 2060-2079, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
364.38167999999996, 2060-2079, ipsl_cm5a_mr, May Average, Seychelles, SYC
139.1131, 2060-2079, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
85.424706, 2060-2079, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
61.573578000000005, 2060-2079, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
63.686325, 2060-2079, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
181.60928, 2060-2079, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
307.8662, 2060-2079, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
301.91135, 2060-2079, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
250.11092000000002, 2080-2099, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
236.5709, 2080-2099, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
323.1491, 2080-2099, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
332.9248, 2080-2099, ipsl_cm5a_mr, Apr Average, Seychelles, SYC
175.66113, 2080-2099, ipsl_cm5a_mr, May Average, Seychelles, SYC
56.640812, 2080-2099, ipsl_cm5a_mr, Jun Average, Seychelles, SYC
41.214134, 2080-2099, ipsl_cm5a_mr, Jul Average, Seychelles, SYC
30.794746000000004, 2080-2099, ipsl_cm5a_mr, Aug Average, Seychelles, SYC
13.010233, 2080-2099, ipsl_cm5a_mr, Sep Average, Seychelles, SYC
14.997235, 2080-2099, ipsl_cm5a_mr, Oct Average, Seychelles, SYC
71.17151, 2080-2099, ipsl_cm5a_mr, Nov Average, Seychelles, SYC
251.20678999999998, 2080-2099, ipsl_cm5a_mr, Dec Average, Seychelles, SYC
266.68695, 2080-2099, ipsl_cm5a_mr, Jan Average, Seychelles, SYC
243.66907, 2080-2099, ipsl_cm5a_mr, Feb Average, Seychelles, SYC
245.47893, 2080-2099, ipsl_cm5a_mr, Mar Average, Seychelles, SYC
